direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,t0,a,lambda
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.84,17.0,oddball,5.0,j,1.166998500000318,j,1.0,0.013,1.09,22
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.72,16.0,oddball,5.0,j,None,None,0.0,0.013,1.09,21
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
increment,0.6,15.0,standard,5.0,None,None,None,1.0,0.013,1.09,19
