direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,t0,a,lambda
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.36,43.0,oddball,20.0,j,0.7490667002275586,j,1.0,0.011,1.1,15
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.24,42.0,oddball,20.0,j,0.7523992997594178,j,1.0,0.011,1.1,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.48,44.0,oddball,20.0,j,None,None,0.0,0.011,1.1,18
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,1.40464699966833,j,0.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.72,46.0,oddball,20.0,j,None,None,0.0,0.011,1.1,21
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.96,48.0,oddball,20.0,j,0.775008499622345,j,1.0,0.011,1.1,24
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,1.6710517001338303,j,0.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.84,47.0,oddball,20.0,j,0.7374548995867372,j,1.0,0.011,1.1,23
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.24,42.0,oddball,20.0,j,0.9788966001942754,j,1.0,0.011,1.1,12
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.48,44.0,oddball,20.0,j,1.7253899998031557,j,1.0,0.011,1.1,18
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.36,43.0,oddball,20.0,j,0.7859140997752547,j,1.0,0.011,1.1,15
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
decrement,0.6,41.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
increment,0.6,45.0,standard,20.0,None,None,None,1.0,0.011,1.1,20
