direction,duration,trigger,stim_type,grating_freq,corr_ans,resp.rt,resp.keys,resp.corr,t0,a,lambda
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,0.6189747997559607,j,0.0,0.011,1.15,16
decrement,0.24,22.0,oddball,10.0,j,0.5125326998531818,j,1.0,0.011,1.15,10
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.48,24.0,oddball,10.0,j,1.1185096998233348,j,1.0,0.011,1.15,14
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.36,23.0,oddball,10.0,j,0.478411499876529,j,1.0,0.011,1.15,13
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.72,26.0,oddball,10.0,j,0.4288293998688459,j,1.0,0.011,1.15,17
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.84,27.0,oddball,10.0,j,0.4174579000100493,j,1.0,0.011,1.15,18
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.96,28.0,oddball,10.0,j,0.3618043998721987,j,1.0,0.011,1.15,19
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
increment,0.6,25.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.48,24.0,oddball,10.0,j,None,None,0.0,0.011,1.15,14
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.36,23.0,oddball,10.0,j,0.5198619998991489,j,1.0,0.011,1.15,13
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.24,22.0,oddball,10.0,j,0.626919399946928,j,1.0,0.011,1.15,10
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
decrement,0.6,21.0,standard,10.0,None,None,None,1.0,0.011,1.15,16
